MAC;FABRICANTE
EC:9B:5B;Nokia
EC:F3:5B;Nokia
F4:8E:09;Nokia
F4:F5:A5;Nokia
F8:5C:4D;Nokia
F8:5F:2A;Nokia
FC:2F:AA;Nokia
FC:92:3B;Nokia
FC:E5:57;Nokia
00:00:F0;Samsung
00:07:AB;Samsung
00:0D:AE;Samsung
00:0D:E5;Samsung
00:12:FB;Samsung
00:15:B9;Samsung
00:16:6B;Samsung
00:16:6C;Samsung
00:16:DB;Samsung
00:17:C9;Samsung
00:17:D5;Samsung
00:18:AF;Samsung
00:1A:8A;Samsung
00:1B:98;Samsung
00:1C:43;Samsung
00:1D:25;Samsung
00:1D:F6;Samsung
00:1E:7D;Samsung
00:1E:E1;Samsung
00:1E:E2;Samsung
00:1F:CC;Samsung
00:1F:CD;Samsung
00:21:4C;Samsung
00:21:D1;Samsung
00:21:D2;Samsung
00:23:3A;Samsung
00:23:C2;Samsung
00:23:D6;Samsung
00:23:D7;Samsung
00:26:5D;Samsung
00:26:5F;Samsung
00:6F:64;Samsung
00:E3:B2;Samsung
00:F4:6F;Samsung
04:18:0F;Samsung
04:1B:BA;Samsung
04:E+:87;Samsung
04:FE:31;Samsung
08:08:C2;Samsung
08:21:EF;Samsung
08:37:3D;Samsung
08:3D:88;Samsung
08:8C:2C;Samsung
08:D4:2B;Samsung
08:EC:A9;Samsung
08:EE:8B;Samsung
08:FC:88;Samsung
08:FD:0E;Samsung
0C:14:20;Samsung
0C:71:5D;Samsung
0C:89:10;Samsung
0C:B3:19;Samsung
0C:DF:A4;Samsung
10:1D:C0;Samsung
10:3B:59;Samsung
10:77:B1;Samsung
10:D3:8A;Samsung
10:D5:42;Samsung
14:1F:78;Samsung
14:32:D1;Samsung
14:56:8E;Samsung
14:89:FD;Samsung
14:A3:64;Samsung
14:B4:84;Samsung
14:BB:6E;Samsung
14:F4:2A;Samsung
18:16:C9;Samsung
18:1E:B0;Samsung
18:22:7E;Samsung
18:3A:2D;Samsung
18:3F:47;Samsung
18:67:B0;Samsung
18:89:5B;Samsung
18:E2:C2;Samsung
1C:23:2C;Samsung
1C:3A:DE;Samsung
1C:5A:3E;Samsung
1C:62:B8;Samsung
1C:66:AA;Samsung
1C:AF:05;Samsung
20:2D:07;Samsung
20:5E:F7;Samsung
20:6E:9C;Samsung
20:D3:90;Samsung
20:D5:BF;Samsung
20:DB:AB;Samsung
24:4B:03;Samsung
24:4B:81;Samsung
24:92:0E;Samsung
24:C6:96;Samsung
24:DB:ED;Samsung
24:F5:AA;Samsung
28:27:BF;Samsung
28:39:5E;Samsung
28:98:7B;Samsung
28:BA:B5;Samsung
28:CC:01;Samsung
2C:0E:3D;Samsung
2C:44:01;Samsung
2C:AE:2B;Samsung
2C:BA:BA;Samsung
30:96:FB;Samsung
30:C7:AE;Samsung
30:CB:F8;Samsung
30:CD:A7;Samsung
30:D5:87;Samsung
30:D6:C9;Samsung
34:14:5F;Samsung
34:23:BA;Samsung
34:8A:7B;Samsung
34:AA:8B;Samsung
34:BE:00;Samsung
34:C3:AC;Samsung
38:0A:94;Samsung
38:0B:40;Samsung
38:16:D1;Samsung
38:2D:D1;Samsung
38:2D:E8;Samsung
38:AA:3C;Samsung
38:D4:0B;Samsung
38:EC:E4;Samsung
3C:05:18;Samsung
3C:5A:37;Samsung
3C:62:00;Samsung
3C:8B:FE;Samsung
3C:A1:0D;Samsung
3C:BB:FD;Samsung
40:16:3B;Samsung
40:D3:AE;Samsung
44:4E:1A;Samsung
44:6D:6C;Samsung
44:78:3E;Samsung
44:F4:59;Samsung
48:13:7E;Samsung
48:27:EA;Samsung
48:44:F7;Samsung
48:49:C7;Samsung
4C:3C:16;Samsung
4C:66:41;Samsung
4C:A5:6D;Samsung
4C:BC:A5;Samsung
50:01:BB;Samsung
50:3D:A1;Samsung
50:56:BF;Samsung
50:9E:A7;Samsung
50:A4:C8;Samsung
50:B7:C3;Samsung
50:C8:E5;Samsung
50:CC:F8;Samsung
50:F0:D3;Samsung
50:F5:20;Samsung
50:FC:9F;Samsung
54:40:AD;Samsung
54:88:0E;Samsung
54:92:BE;Samsung
54:9B:12;Samsung
54:F2:01;Samsung
54:FA:3E;Samsung
58:C3:8B;Samsung
5C:0A:5B;Samsung
5C:2E:59;Samsung
5C:3C:27;Samsung
5C:49:7D;Samsung
5C:99:60;Samsung
5C:A3:9D;Samsung
5C:E8:EB;Samsung
5C:F6:DC;Samsung
60:6B:BD;Samsung
60:8F:5C;Samsung
60:A1:0A;Samsung
60:A4:D0;Samsung
60:AF:6D;Samsung
60:C5:AD;Samsung
60:D0:A9;Samsung
64:6C:B2;Samsung
64:B3:10;Samsung
64:B8:53;Samsung
68:EB:AE;Samsung
6C:2F:2C;Samsung
6C:83:36;Samsung
6C:B7:F4;Samsung
6C:F3:73;Samsung
70:28:8B;Samsung
70:F9:27;Samsung
74:45:8A;Samsung
74:5F:00;Samsung
78:00:9E;Samsung
78:1F:DB;Samsung
78:25:AD;Samsung
78:47:1D;Samsung
78:52:1A;Samsung
78:59:5E;Samsung
78:9E:D0;Samsung
78:A8:73;Samsung
78:AB:BB;Samsung
78:BD:BC;Samsung
78:C3:E9;Samsung
78:D6:F0;Samsung
78:F7:BE;Samsung
7C:0B:C6;Samsung
7C:78:7E;Samsung
7C:91:22;Samsung
7C:F8:54;Samsung
7C:F9:0E;Samsung
80:18:A7;Samsung
80:65:6D;Samsung
84:0B:2D;Samsung
84:11:9E;Samsung
84:25:DB;Samsung
84:55:A5;Samsung
84:A4:66;Samsung
84:B5:41;Samsung
88:32:9B;Samsung
88:9B:39;Samsung
88:AD:D2;Samsung
8C:1A:BF;Samsung
8C:71:F8;Samsung
8C:77:12;Samsung
8C:BF:A6;Samsung
8C:C8:CD;Samsung
8C:F5:A3;Samsung
90:00:DB;Samsung
90:18:7C;Samsung
90:F1:AA;Samsung
94:01:C2;Samsung
94:35:0A;Samsung
94:63:D1;Samsung
94:76:B7;Samsung
94:8B:C1;Samsung
94:B1:0A;Samsung
94:D7:71;Samsung
98:0C:82;Samsung
98:1D:FA;Samsung
98:39:8E;Samsung
98:52:B1;Samsung
9C:02:98;Samsung
9C:2A:83;Samsung
9C:3A:AF;Samsung
9C:65:B0;Samsung
9C:D3:5B;Samsung
9C:E6:E7;Samsung
A0:07:98;Samsung
A0:0B:BA;Samsung
A0:10:81;Samsung
A0:21:95;Samsung
A0:60:90;Samsung
A0:75:91;Samsung
A0:82:1F;Samsung
A0:B4:A5;Samsung
A0:CB:FD;Samsung
A4:84:31;Samsung
A4:9A:58;Samsung
A4:EB:D3;Samsung
A8:06:00;Samsung
A8:7C:01;Samsung
A8:81:95;Samsung
A8:9F:BA;Samsung
A8:F2:74;Samsung
AC:36:13;Samsung
AC:5A:14;Samsung
AC:5F:3E;Samsung
AC:C3:3A;Samsung
AC:EE:9E;Samsung
B0:47:BF;Samsung
B0:C4:E7;Samsung
B0:C5:59;Samsung
B0:D0:9C;Samsung
B0:DF:3A;Samsung
B0:EC:71;Samsung
B4:07:F9;Samsung
B4:3A:28;Samsung
B4:62:93;Samsung
B4:74:43;Samsung
B4:79:A7;Samsung
B4:EF:39;Samsung
B8:57:D8;Samsung
B8:5A:73;Samsung
B8:5E:7B;Samsung
B8:6C:E8;Samsung
B8:BB:AF;Samsung
B8:C6:8E;Samsung
B8:D9:CE;Samsung
BC:14:85;Samsung
BC:20:A4;Samsung
BC:44:86;Samsung
BC:47:60;Samsung
BC:72:B1;Samsung
BC:76:5E;Samsung
BC:79:AD;Samsung
BC:85:1F;Samsung
BC:8C:CD;Samsung
BC:B1:F3;Samsung
BC:D1:1F;Samsung
BC:E6:3F;Samsung
C0:11:73;Samsung
C0:65:99;Samsung
C0:89:97;Samsung
C0:97:27;Samsung
C0:BD:D1;Samsung
C0:D3:C0;Samsung
C4:42:02;Samsung
C4:50:06;Samsung
C4:57:6E;Samsung
C4:62:EA;Samsung
C4:73:1E;Samsung
C4:88:E5;Samsung
C4:AE:12;Samsung
C8:14:79;Samsung
C8:19:F7;Samsung
C8:38:70;Samsung
C8:7E:75;Samsung
C8:A8:23;Samsung
C8:BA:94;Samsung
CC:05:1B;Samsung
CC:07:AB;Samsung
CC:3A:61;Samsung
CC:B1:1A;Samsung
CC:F9:E8;Samsung
CC:FE:3C;Samsung
D0:17:6A;Samsung
D0:22:BE;Samsung
D0:25:44;Samsung
D0:59:E4;Samsung
D0:66:7B;Samsung
D0:87:E2;Samsung
D0:C1:B1;Samsung
D0:DF:C7;Samsung
D0:FC:CC;Samsung
D4:7A:E2;Samsung
D4:87:D8;Samsung
D4:88:90;Samsung
D4:AE:05;Samsung
D4:E8:B2;Samsung
D8:31:CF;Samsung
D8:57:EF;Samsung
D8:5B:2A;Samsung
D8:90:E8;Samsung
D8:C4:E9;Samsung
D8:E0:E1;Samsung
DC:66:72;Samsung
DC:71:44;Samsung
DC:CF:96;Samsung
E0:99:71;Samsung
E0:CB:EE;Samsung
E0:DB:10;Samsung
E4:12:1D;Samsung
E4:32:CB;Samsung
E4:40:E2;Samsung
E4:58:B8;Samsung
E4:58:E7;Samsung
E4:5D:75;Samsung
E4:7C:F9;Samsung
E4:7D:BD;Samsung
E4:92:FB;Samsung
E4:B0:21;Samsung
E4:E0:C5;Samsung
E4:F8:EF;Samsung
E4:FA:ED;Samsung
E8:03:9A;Samsung
E8:11:32;Samsung
E8:3A:12;Samsung
E8:4E:84;Samsung
E8:50:8B;Samsung
E8:93:09;Samsung
E8:B4:C8;Samsung
E8:E5:D6;Samsung
EC:10:7B;Samsung
EC:1F:72;Samsung
EC:9B:F3;Samsung
EC:E0:9B;Samsung
F0:08:F1;Samsung
F0:25:B7;Samsung
F0:5A:09;Samsung
F0:5B:7B;Samsung
F0:6B:CA;Samsung
F0:72:8C;Samsung
F0:E7:7E;Samsung
F0:EE:10;Samsung
F4:09:D8;Samsung
F4:0E:22;Samsung
F4:42:8F;Samsung
F4:7B:5E;Samsung
F4:9F:54;Samsung
F4:D9:FB;Samsung
F8:04:2E;Samsung
F8:3F:51;Samsung
F8:77:B8;Samsung
F8:84:F2;Samsung
F8:D0:BD;Samsung
F8:E6:1A;Samsung
FC:00:12;Samsung
FC:19:10;Samsung
FC:1F:19;Samsung
FC:42:03;Samsung
FC:8F:90;Samsung
FC:A1:3E;Samsung
FC:C7:34;Samsung
FC:F1:36;Samsung
90:63:3B;Samsung
00:01:4A;Sony
00:04:1F;Sony
00:0A:D9;Sony
00:0F:DE;Sony
00:12:EE;Sony
00:13:A9;Sony
00:15:C1;Sony
00:16:B8;Sony
00:19:C5;Sony
00:1A:75;Sony
00:1A:80;Sony
00:1B:59;Sony
00:1C:A4;Sony
00:1D:0D;Sony
00:1D:28;Sony
00:1D:BA;Sony
00:1E:DC;Sony
00:1F:A7;Sony
00:1F:E4;Sony
00:21:9E;Sony
00:22:A6;Sony
00:23:F1;Sony
00:24:8D;Sony
00:24:BE;Sony
00:24:EF;Sony
00:D9:D1;Sony
00:EB:2D;Sony
01:E+:45;Sony
04:5D:4B;Sony
0C:FE:45;Sony
10:4F:A8;Sony
18:00:2D;Sony
1C:7B:21;Sony
24:21:AB;Sony
28:0D:FC;Sony
28:3F:69;Sony
30:17:C8;Sony
30:A8:DB;Sony
30:F9:ED;Sony
3C:07:71;Sony
40:2B:A1;Sony
40:40:A7;Sony
40:B8:37;Sony
44:74:6C;Sony
44:D4:E0;Sony
4C:21:D0;Sony
54:53:ED;Sony
58:17:0C;Sony
5C:B5:24;Sony
68:76:4F;Sony
6C:0E:0D;Sony
6C:23:B9;Sony
78:84:3C;Sony
84:00:D2;Sony
84:8E:DF;Sony
84:C7:EA;Sony
8C:64:22;Sony
90:C1:15;Sony
94:CE:2C;Sony
9C:5C:F9;Sony
A0:E4:53;Sony
A8:E3:EE;Sony
AC:9B:0A;Sony
B4:52:7D;Sony
B4:52:7E;Sony
B8:F9:34;Sony
BC:60:A7;Sony
BC:6E:64;Sony
C4:3A:BE;Sony
D0:51:62;Sony
D8:D4:3C;Sony
E0:63:E5;Sony
F0:BF:97;Sony
F8:46:1C;Sony
F8:D0:AC;Sony
FC:0F:E6;Sony
FC:F1:52;Sony
00:9E:C8;XiaoMi
0C:1D:AF;XiaoMi
10:2A:B3;XiaoMi
14:F6:5A;XiaoMi
20:82:C0;XiaoMi
28:6C:07;XiaoMi
28:E3:1F;XiaoMi
34:80:B3;XiaoMi
34:CE:00;XiaoMi
38:A4:ED;XiaoMi
3C:BD:3E;XiaoMi
64:B4:73;XiaoMi
64:CC:2E;XiaoMi
68:DF:DD;XiaoMi
74:51:BA;XiaoMi
78:02:F8;XiaoMi
7C:1D:D9;XiaoMi
8C:BE:BE;XiaoMi
98:FA:E3;XiaoMi
9C:99:A0;XiaoMi
A0:86:C6;XiaoMi
AC:C1:EE;XiaoMi
AC:F7:F3;XiaoMi
B0:E2:35;XiaoMi
C4:0B:CB;XiaoMi
C4:6A:B7;XiaoMi
D4:97:0B;XiaoMi
F0:B4:29;XiaoMi
F4:8B:32;XiaoMi
F8:A4:5F;XiaoMi
FC:64:BA;XiaoMi
D0:9C:7A;XiaoMi
00:15:EB;ZTE
00:19:C6;ZTE
00:26:ED;ZTE
00:4A:77;ZTE
01:E+:73;ZTE
04:95:73;ZTE
08:18:1A;ZTE
08:3F:BC;ZTE
0C:12:62;ZTE
10:D0:AB;ZTE
14:3E:BF;ZTE
18:68:6A;ZTE
24:C4:4A;ZTE
28:FF:3E;ZTE
2C:26:C5;ZTE
2C:95:7F;ZTE
30:0C:23;ZTE
30:D3:86;ZTE
30:F3:1D;ZTE
34:4B:50;ZTE
34:4D:EA;ZTE
34:DE:34;ZTE
34:E0:CF;ZTE
38:D8:2F;ZTE
3C:DA:2A;ZTE
44:F4:36;ZTE
48:28:2F;ZTE
48:A7:4E;ZTE
4C:09:B4;ZTE
4C:16:F1;ZTE
4C:AC:0A;ZTE
4C:CB:F5;ZTE
54:22:F8;ZTE
54:BE:53;ZTE
60:73:BC;ZTE
64:13:6C;ZTE
68:1A:B2;ZTE
68:8A:F0;ZTE
68:9F:F0;ZTE
6C:8B:2F;ZTE
6C:A7:5F;ZTE
70:9F:2D;ZTE
74:4A:A4;ZTE
74:A7:8E;ZTE
74:B5:7E;ZTE
78:31:2B;ZTE
78:66:AE;ZTE
78:C1:A7;ZTE
78:E8:B6;ZTE
84:74:2A;ZTE
88:D2:74;ZTE
8C:79:67;ZTE
8C:E0:81;ZTE
8C:E1:17;ZTE
90:1D:27;ZTE
90:C7:D8;ZTE
90:D8:F3;ZTE
94:A7:B7;ZTE
98:6C:F5;ZTE
98:F4:28;ZTE
98:F5:37;ZTE
9C:A9:E4;ZTE
9C:D2:4B;ZTE
A0:91:C8;ZTE
A0:EC:80;ZTE
A4:7E:39;ZTE
A8:A6:68;ZTE
AC:64:62;ZTE
B0:75:D5;ZTE
B4:98:42;ZTE
B4:B3:62;ZTE
B8:05:AB;ZTE
C4:A3:66;ZTE
C8:64:C7;ZTE
C8:7B:5B;ZTE
CC:1A:FA;ZTE
CC:7B:35;ZTE
D0:15:4A;ZTE
D0:58:A8;ZTE
D0:5B:A8;ZTE
D0:60:8C;ZTE
D0:71:C4;ZTE
D4:37:D7;ZTE
D4:76:EA;ZTE
D4:C1:C8;ZTE
D8:55:A3;ZTE
D8:74:95;ZTE
DC:02:8E;ZTE
E0:7C:13;ZTE
E0:C3:F3;ZTE
E4:77:23;ZTE
EC:1D:7F;ZTE
EC:23:7B;ZTE
EC:8A:4C;ZTE
F0:84:C9;ZTE
F4:1F:88;ZTE
F4:6D:E2;ZTE
F4:B8:A7;ZTE
F4:E4:AD;ZTE
F8:A3:4F;ZTE
F8:DF:A8;ZTE
FC:2D:5E;ZTE
FC:C8:97;ZTE
